0,447,464,104,422,468
1,444,497,110,428,501
2,444,523,90,426,524
3,457,565,124,445,575
4,478,588,133,463,598
5,488,603,126,475,614
6,508,620,150,499,629
7,521,625,163,516,639
8,562,625,-180,562,640
9,606,632,-167,610,640
10,618,618,-136,629,626
11,635,590,-135,651,606
12,670,545,-100,696,549
13,680,521,-117,702,524
14,683,501,-79,703,501
15,661,475,-47,682,461
16,639,445,-43,655,433
17,581,409,-35,590,383
18,539,407,11,532,380
19,496,399,2,492,381
20,458,422,6,445,410
21,455,431,94,443,433
