0,780,410
1,806,415
2,841,403
3,854,382
4,871,356
5,881,320
6,882,297
7,869,273
8,857,249
9,843,233
10,809,223
11,782,224
12,762,223
13,729,263
14,713,316
15,716,349
16,744,379
